id,ts,operation,target_table,target_id,payload_json,source_url,note
37,2026-07-31 12:52:43,retype-event,events,94,"{""event_id"": 94, ""project_id"": ""fabrimetal-aipex-2026"", ""event_type_old"": ""completion"", ""event_type_new"": ""expansion"", ""source_id"": 54, ""source_url"": ""https://www.verangola.net/va/pt/072026/Economia/49508/Huatong-Angola-Industry-conquista-tres-premios-e-e-a-grande-vencedora-dos-AIPEX-Awards.htm"", ""score_old"": 80, ""score_new"": 75, ""breakdown"": {""base"": 60, ""events"": 13, ""evidence"": 2, ""delay"": 0, ""status_penalty"": 0, ""only_announce"": 0, ""version"": ""v1-2026-07""}, ""note"": ""award mistyped as completion; re-typed per integrity audit 2026-07-31""}",https://www.verangola.net/va/pt/072026/Economia/49508/Huatong-Angola-Industry-conquista-tres-premios-e-e-a-grande-vencedora-dos-AIPEX-Awards.htm,award mistyped as completion; re-typed per integrity audit 2026-07-31
38,2026-07-31 12:52:43,retype-event,events,96,"{""event_id"": 96, ""project_id"": ""africell-aipex-2026"", ""event_type_old"": ""completion"", ""event_type_new"": ""expansion"", ""source_id"": 54, ""source_url"": ""https://www.verangola.net/va/pt/072026/Economia/49508/Huatong-Angola-Industry-conquista-tres-premios-e-e-a-grande-vencedora-dos-AIPEX-Awards.htm"", ""score_old"": 80, ""score_new"": 75, ""breakdown"": {""base"": 60, ""events"": 13, ""evidence"": 2, ""delay"": 0, ""status_penalty"": 0, ""only_announce"": 0, ""version"": ""v1-2026-07""}, ""note"": ""award mistyped as completion; re-typed per integrity audit 2026-07-31""}",https://www.verangola.net/va/pt/072026/Economia/49508/Huatong-Angola-Industry-conquista-tres-premios-e-e-a-grande-vencedora-dos-AIPEX-Awards.htm,award mistyped as completion; re-typed per integrity audit 2026-07-31
39,2026-07-31 12:52:44,retype-event,events,100,"{""event_id"": 100, ""project_id"": ""jardins-yoba-aipex-2026"", ""event_type_old"": ""completion"", ""event_type_new"": ""expansion"", ""source_id"": 54, ""source_url"": ""https://www.verangola.net/va/pt/072026/Economia/49508/Huatong-Angola-Industry-conquista-tres-premios-e-e-a-grande-vencedora-dos-AIPEX-Awards.htm"", ""score_old"": 80, ""score_new"": 75, ""breakdown"": {""base"": 60, ""events"": 13, ""evidence"": 2, ""delay"": 0, ""status_penalty"": 0, ""only_announce"": 0, ""version"": ""v1-2026-07""}, ""note"": ""award mistyped as completion; re-typed per integrity audit 2026-07-31""}",https://www.verangola.net/va/pt/072026/Economia/49508/Huatong-Angola-Industry-conquista-tres-premios-e-e-a-grande-vencedora-dos-AIPEX-Awards.htm,award mistyped as completion; re-typed per integrity audit 2026-07-31
40,2026-07-31 12:56:39,set-status,projects,angola-startup-summit-2023,"{""project_id"": ""angola-startup-summit-2023"", ""status_old"": ""completed"", ""status_new"": ""operational"", ""event_id"": null, ""event_type"": null, ""event_date"": null, ""source_id"": 106, ""source_url"": ""https://www.menosfios.com/angola-startup-summit-edicao-2024-arranca-hoje-com-125-startups/"", ""score_old"": 98, ""score_new"": 88, ""breakdown"": {""base"": 60, ""events"": 23, ""evidence"": 5, ""delay"": 0, ""status_penalty"": 0, ""only_announce"": 0, ""version"": ""v1-2026-07""}}",https://www.menosfios.com/angola-startup-summit-edicao-2024-arranca-hoje-com-125-startups/,
41,2026-07-31 12:58:16,export-csv,db_meta,,"{""rows_exported"": 540, ""tables"": {""sources"": 130, ""projects"": 51, ""organizations"": 64, ""project_organizations"": 84, ""events"": 105, ""project_evidence"": 64, ""change_log"": 40, ""db_meta"": 2}, ""score_drift"": 0}",,checkpoint refresh
42,2026-07-31 13:04:22,load-seed,db_meta,,"{""tables"": {""sources"": 130, ""projects"": 51, ""organizations"": 64, ""project_organizations"": 84, ""events"": 105, ""project_evidence"": 64, ""change_log"": 41, ""db_meta"": 2}}",,fresh rebuild from CSV
43,2026-08-03 00:13:46,set-status,projects,africell-aipex-2026,"{""project_id"": ""africell-aipex-2026"", ""status_old"": ""operational"", ""status_new"": ""announced"", ""event_id"": null, ""event_type"": ""announcement"", ""event_date"": null, ""source_id"": 54, ""source_url"": ""https://www.verangola.net/va/pt/072026/Economia/49508/Huatong-Angola-Industry-conquista-tres-premios-e-e-a-grande-vencedora-dos-AIPEX-Awards.htm"", ""score_old"": 75, ""score_new"": 29, ""breakdown"": {""base"": 15, ""events"": 13, ""evidence"": 1, ""evidence_detail"": {""jobs"": 0, ""actual_completion"": 0, ""production"": 0, ""expansion"": 1}, ""delay"": 0, ""status_penalty"": 0, ""only_announce"": 0, ""version"": ""v2-2026-07""}}",https://www.verangola.net/va/pt/072026/Economia/49508/Huatong-Angola-Industry-conquista-tres-premios-e-e-a-grande-vencedora-dos-AIPEX-Awards.htm,
44,2026-08-03 00:13:46,set-status,projects,etu-energias-leao-ouro-2025,"{""project_id"": ""etu-energias-leao-ouro-2025"", ""status_old"": ""operational"", ""status_new"": ""announced"", ""event_id"": null, ""event_type"": ""announcement"", ""event_date"": null, ""source_id"": 123, ""source_url"": ""https://etuenergias.co.ao/noticias/etu-energias-recebe-leao-de-ouro-na-filda-2025-e-mencao-honrosa-pela-sua-trajectoria-de-excellencia-no-sector-petrolifero/178"", ""score_old"": 75, ""score_new"": 30, ""breakdown"": {""base"": 15, ""events"": 13, ""evidence"": 2, ""evidence_detail"": {""jobs"": 0, ""actual_completion"": 0, ""production"": 0, ""expansion"": 2}, ""delay"": 0, ""status_penalty"": 0, ""only_announce"": 0, ""version"": ""v2-2026-07""}}",https://etuenergias.co.ao/noticias/etu-energias-recebe-leao-de-ouro-na-filda-2025-e-mencao-honrosa-pela-sua-trajectoria-de-excellencia-no-sector-petrolifero/178,
45,2026-08-03 00:13:46,set-status,projects,fabrimetal-aipex-2026,"{""project_id"": ""fabrimetal-aipex-2026"", ""status_old"": ""operational"", ""status_new"": ""announced"", ""event_id"": null, ""event_type"": ""announcement"", ""event_date"": null, ""source_id"": 54, ""source_url"": ""https://www.verangola.net/va/pt/072026/Economia/49508/Huatong-Angola-Industry-conquista-tres-premios-e-e-a-grande-vencedora-dos-AIPEX-Awards.htm"", ""score_old"": 75, ""score_new"": 29, ""breakdown"": {""base"": 15, ""events"": 13, ""evidence"": 1, ""evidence_detail"": {""jobs"": 0, ""actual_completion"": 0, ""production"": 0, ""expansion"": 1}, ""delay"": 0, ""status_penalty"": 0, ""only_announce"": 0, ""version"": ""v2-2026-07""}}",https://www.verangola.net/va/pt/072026/Economia/49508/Huatong-Angola-Industry-conquista-tres-premios-e-e-a-grande-vencedora-dos-AIPEX-Awards.htm,
46,2026-08-03 00:13:46,set-status,projects,jardins-yoba-aipex-2026,"{""project_id"": ""jardins-yoba-aipex-2026"", ""status_old"": ""operational"", ""status_new"": ""announced"", ""event_id"": null, ""event_type"": ""announcement"", ""event_date"": null, ""source_id"": 54, ""source_url"": ""https://www.verangola.net/va/pt/072026/Economia/49508/Huatong-Angola-Industry-conquista-tres-premios-e-e-a-grande-vencedora-dos-AIPEX-Awards.htm"", ""score_old"": 75, ""score_new"": 29, ""breakdown"": {""base"": 15, ""events"": 13, ""evidence"": 1, ""evidence_detail"": {""jobs"": 0, ""actual_completion"": 0, ""production"": 0, ""expansion"": 1}, ""delay"": 0, ""status_penalty"": 0, ""only_announce"": 0, ""version"": ""v2-2026-07""}}",https://www.verangola.net/va/pt/072026/Economia/49508/Huatong-Angola-Industry-conquista-tres-premios-e-e-a-grande-vencedora-dos-AIPEX-Awards.htm,
47,2026-08-03 00:13:46,set-status,projects,lobito-atlantic-railway-aipex,"{""project_id"": ""lobito-atlantic-railway-aipex"", ""status_old"": ""operational"", ""status_new"": ""announced"", ""event_id"": null, ""event_type"": ""announcement"", ""event_date"": null, ""source_id"": 54, ""source_url"": ""https://www.verangola.net/va/pt/072026/Economia/49508/Huatong-Angola-Industry-conquista-tres-premios-e-e-a-grande-vencedora-dos-AIPEX-Awards.htm"", ""score_old"": 75, ""score_new"": 29, ""breakdown"": {""base"": 15, ""events"": 13, ""evidence"": 1, ""evidence_detail"": {""jobs"": 0, ""actual_completion"": 0, ""production"": 0, ""expansion"": 1}, ""delay"": 0, ""status_penalty"": 0, ""only_announce"": 0, ""version"": ""v2-2026-07""}}",https://www.verangola.net/va/pt/072026/Economia/49508/Huatong-Angola-Industry-conquista-tres-premios-e-e-a-grande-vencedora-dos-AIPEX-Awards.htm,
48,2026-08-03 00:13:46,set-status,projects,omataplo-aipex-2026,"{""project_id"": ""omataplo-aipex-2026"", ""status_old"": ""operational"", ""status_new"": ""announced"", ""event_id"": null, ""event_type"": ""announcement"", ""event_date"": null, ""source_id"": 54, ""source_url"": ""https://www.verangola.net/va/pt/072026/Economia/49508/Huatong-Angola-Industry-conquista-tres-premios-e-e-a-grande-vencedora-dos-AIPEX-Awards.htm"", ""score_old"": 75, ""score_new"": 29, ""breakdown"": {""base"": 15, ""events"": 13, ""evidence"": 1, ""evidence_detail"": {""jobs"": 0, ""actual_completion"": 0, ""production"": 0, ""expansion"": 1}, ""delay"": 0, ""status_penalty"": 0, ""only_announce"": 0, ""version"": ""v2-2026-07""}}",https://www.verangola.net/va/pt/072026/Economia/49508/Huatong-Angola-Industry-conquista-tres-premios-e-e-a-grande-vencedora-dos-AIPEX-Awards.htm,
49,2026-08-03 00:14:22,set-status,projects,pay4all-leao-ouro-2024,"{""project_id"": ""pay4all-leao-ouro-2024"", ""status_old"": ""operational"", ""status_new"": ""announced"", ""event_id"": null, ""event_type"": ""announcement"", ""event_date"": null, ""source_id"": 48, ""source_url"": ""https://pay4all.ao/pay4all-vence-premio-leao-de-ouro-para-melhor-participacao-na-filda-2024-na-categoria-economia-digital/"", ""score_old"": 75, ""score_new"": 30, ""breakdown"": {""base"": 15, ""events"": 13, ""evidence"": 2, ""evidence_detail"": {""jobs"": 0, ""actual_completion"": 0, ""production"": 0, ""expansion"": 2}, ""delay"": 0, ""status_penalty"": 0, ""only_announce"": 0, ""version"": ""v2-2026-07""}}",https://pay4all.ao/pay4all-vence-premio-leao-de-ouro-para-melhor-participacao-na-filda-2024-na-categoria-economia-digital/,
50,2026-08-03 00:14:23,set-status,projects,porto-lobito-leao-ouro-2022,"{""project_id"": ""porto-lobito-leao-ouro-2022"", ""status_old"": ""operational"", ""status_new"": ""announced"", ""event_id"": null, ""event_type"": ""announcement"", ""event_date"": null, ""source_id"": 27, ""source_url"": ""https://jornal24horas.ao/economia/filda-2022porto-do-lobito-vence-premio-de-melhor-participacao-dos-transportes-e-logistica/"", ""score_old"": 75, ""score_new"": 29, ""breakdown"": {""base"": 15, ""events"": 13, ""evidence"": 1, ""evidence_detail"": {""jobs"": 0, ""actual_completion"": 0, ""production"": 0, ""expansion"": 1}, ""delay"": 0, ""status_penalty"": 0, ""only_announce"": 0, ""version"": ""v2-2026-07""}}",https://jornal24horas.ao/economia/filda-2022porto-do-lobito-vence-premio-de-melhor-participacao-dos-transportes-e-logistica/,
51,2026-08-03 00:14:23,set-status,projects,sonangol-leao-ouro-2022,"{""project_id"": ""sonangol-leao-ouro-2022"", ""status_old"": ""operational"", ""status_new"": ""announced"", ""event_id"": null, ""event_type"": ""announcement"", ""event_date"": null, ""source_id"": 28, ""source_url"": ""https://www.facebook.com/eventosarena.angola/photos/durante-a-cerimonia-de-premios-filda-2022-a-sonangol-destacou-se-como-melhor-par/1870072219852414/"", ""score_old"": 75, ""score_new"": 28, ""breakdown"": {""base"": 15, ""events"": 13, ""evidence"": 0, ""evidence_detail"": {""jobs"": 0, ""actual_completion"": 0, ""production"": 0, ""expansion"": 0}, ""delay"": 0, ""status_penalty"": 0, ""only_announce"": 0, ""version"": ""v2-2026-07""}}",https://www.facebook.com/eventosarena.angola/photos/durante-a-cerimonia-de-premios-filda-2022-a-sonangol-destacou-se-como-melhor-par/1870072219852414/,
52,2026-08-03 00:14:23,set-status,projects,sonangol-leao-ouro-2024,"{""project_id"": ""sonangol-leao-ouro-2024"", ""status_old"": ""operational"", ""status_new"": ""announced"", ""event_id"": null, ""event_type"": ""announcement"", ""event_date"": null, ""source_id"": 45, ""source_url"": ""https://www.angop.ao/noticias/economia/sonangol-leva-projectos-de-transicao-energetica-na-filda/"", ""score_old"": 75, ""score_new"": 30, ""breakdown"": {""base"": 15, ""events"": 13, ""evidence"": 2, ""evidence_detail"": {""jobs"": 0, ""actual_completion"": 0, ""production"": 0, ""expansion"": 2}, ""delay"": 0, ""status_penalty"": 0, ""only_announce"": 0, ""version"": ""v2-2026-07""}}",https://www.angop.ao/noticias/economia/sonangol-leva-projectos-de-transicao-energetica-na-filda/,
53,2026-08-03 00:14:23,set-status,projects,sonangol-leao-ouro-2025,"{""project_id"": ""sonangol-leao-ouro-2025"", ""status_old"": ""operational"", ""status_new"": ""announced"", ""event_id"": null, ""event_type"": ""announcement"", ""event_date"": null, ""source_id"": 122, ""source_url"": ""https://www.sonangol.co.ao/filda-2025-i-leao-de-ouro-permanece-na-galeria-da-sonangol/"", ""score_old"": 75, ""score_new"": 30, ""breakdown"": {""base"": 15, ""events"": 13, ""evidence"": 2, ""evidence_detail"": {""jobs"": 0, ""actual_completion"": 0, ""production"": 0, ""expansion"": 2}, ""delay"": 0, ""status_penalty"": 0, ""only_announce"": 0, ""version"": ""v2-2026-07""}}",https://www.sonangol.co.ao/filda-2025-i-leao-de-ouro-permanece-na-galeria-da-sonangol/,
54,2026-08-03 00:14:23,set-status,projects,unitel-leao-ouro-2024,"{""project_id"": ""unitel-leao-ouro-2024"", ""status_old"": ""operational"", ""status_new"": ""announced"", ""event_id"": null, ""event_type"": ""announcement"", ""event_date"": null, ""source_id"": 47, ""source_url"": ""https://marcasemaccao.com/2024/07/26/unitel-e-a-transformacao-digital/"", ""score_old"": 75, ""score_new"": 29, ""breakdown"": {""base"": 15, ""events"": 13, ""evidence"": 1, ""evidence_detail"": {""jobs"": 0, ""actual_completion"": 0, ""production"": 0, ""expansion"": 1}, ""delay"": 0, ""status_penalty"": 0, ""only_announce"": 0, ""version"": ""v2-2026-07""}}",https://marcasemaccao.com/2024/07/26/unitel-e-a-transformacao-digital/,
55,2026-08-03 00:19:08,set-status,projects,bfa-30th-anniversary-filda,"{""project_id"": ""bfa-30th-anniversary-filda"", ""status_old"": ""operational"", ""status_new"": ""announced"", ""event_id"": null, ""event_type"": ""announcement"", ""event_date"": null, ""source_id"": 8, ""source_url"": ""https://www.bfa.ao/pt/o-bfa/actualidade/noticias/filda-2023/"", ""score_old"": 53, ""score_new"": 8, ""breakdown"": {""base"": 15, ""events"": 3, ""evidence"": 0, ""evidence_detail"": {""jobs"": 0, ""actual_completion"": 0, ""production"": 0, ""expansion"": 0}, ""delay"": 0, ""status_penalty"": 0, ""only_announce"": -10, ""version"": ""v2-2026-07""}}",https://www.bfa.ao/pt/o-bfa/actualidade/noticias/filda-2023/,
56,2026-08-03 00:19:08,set-status,projects,esso-angola-filda2022,"{""project_id"": ""esso-angola-filda2022"", ""status_old"": ""operational"", ""status_new"": ""announced"", ""event_id"": null, ""event_type"": ""announcement"", ""event_date"": null, ""source_id"": 26, ""source_url"": ""https://www.facebook.com/EssoAngola/posts/a-exxonmobil-participou-na-37-edicao-da-filda-que-decorreu-de-16-a-20-de-julho-/1494175937685687/"", ""score_old"": 53, ""score_new"": 8, ""breakdown"": {""base"": 15, ""events"": 3, ""evidence"": 0, ""evidence_detail"": {""jobs"": 0, ""actual_completion"": 0, ""production"": 0, ""expansion"": 0}, ""delay"": 0, ""status_penalty"": 0, ""only_announce"": -10, ""version"": ""v2-2026-07""}}",https://www.facebook.com/EssoAngola/posts/a-exxonmobil-participou-na-37-edicao-da-filda-que-decorreu-de-16-a-20-de-julho-/1494175937685687/,
57,2026-08-03 00:19:08,set-status,projects,mou-aia-cip-2024,"{""project_id"": ""mou-aia-cip-2024"", ""status_old"": ""operational"", ""status_new"": ""announced"", ""event_id"": null, ""event_type"": ""announcement"", ""event_date"": null, ""source_id"": 36, ""source_url"": ""https://portugal.gov.pt/gc24/comunicacao/noticias/governo-vai-dar-um-novo-impulso-a-relacao-com-angola"", ""score_old"": 53, ""score_new"": 8, ""breakdown"": {""base"": 15, ""events"": 3, ""evidence"": 0, ""evidence_detail"": {""jobs"": 0, ""actual_completion"": 0, ""production"": 0, ""expansion"": 0}, ""delay"": 0, ""status_penalty"": 0, ""only_announce"": -10, ""version"": ""v2-2026-07""}}",https://portugal.gov.pt/gc24/comunicacao/noticias/governo-vai-dar-um-novo-impulso-a-relacao-com-angola,
58,2026-08-03 00:19:08,set-status,projects,pt-ao-credit-line-3-25b,"{""project_id"": ""pt-ao-credit-line-3-25b"", ""status_old"": ""operational"", ""status_new"": ""announced"", ""event_id"": null, ""event_type"": ""announcement"", ""event_date"": null, ""source_id"": 91, ""source_url"": ""https://www.jornaldenegocios.pt/economia/mundo/africa/angola/detalhe/portugal-assinou-23-instrumentos-de-cooperacao-com-angola-e-reforcou-credito-em-62-desde-julho-2024"", ""score_old"": 53, ""score_new"": 8, ""breakdown"": {""base"": 15, ""events"": 3, ""evidence"": 0, ""evidence_detail"": {""jobs"": 0, ""actual_completion"": 0, ""production"": 0, ""expansion"": 0}, ""delay"": 0, ""status_penalty"": 0, ""only_announce"": -10, ""version"": ""v2-2026-07""}}",https://www.jornaldenegocios.pt/economia/mundo/africa/angola/detalhe/portugal-assinou-23-instrumentos-de-cooperacao-com-angola-e-reforcou-credito-em-62-desde-julho-2024,
59,2026-08-03 00:19:08,set-status,projects,zap-empresas-filda2022,"{""project_id"": ""zap-empresas-filda2022"", ""status_old"": ""operational"", ""status_new"": ""announced"", ""event_id"": null, ""event_type"": ""announcement"", ""event_date"": null, ""source_id"": 25, ""source_url"": ""https://www.novagazeta.co.ao/artigo/vidas-zap-reafirma-responsabilidade-social-da-zap-na-lunda-norte-e-em-luanda"", ""score_old"": 53, ""score_new"": 8, ""breakdown"": {""base"": 15, ""events"": 3, ""evidence"": 0, ""evidence_detail"": {""jobs"": 0, ""actual_completion"": 0, ""production"": 0, ""expansion"": 0}, ""delay"": 0, ""status_penalty"": 0, ""only_announce"": -10, ""version"": ""v2-2026-07""}}",https://www.novagazeta.co.ao/artigo/vidas-zap-reafirma-responsabilidade-social-da-zap-na-lunda-norte-e-em-luanda,
60,2026-08-03 00:19:36,export-csv,db_meta,,"{""rows_exported"": 559, ""tables"": {""sources"": 130, ""projects"": 51, ""organizations"": 64, ""project_organizations"": 84, ""events"": 105, ""project_evidence"": 64, ""change_log"": 59, ""db_meta"": 2}, ""score_drift"": 0}",,checkpoint refresh
